App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
19558_4.0_hadoop_testinvalidscriptmappingfilereadstatistics,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19558_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19558_actual.java,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true
19571_4.0_hadoop_testliststatusofsnapshotdirs,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19571_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19571_actual.java,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true
19581_4.0_hadoop_testremoveerasurecodingpolicy,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19581_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19581_actual.java,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true
19550_4.0_hadoop_teststatistics,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19550_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19550_actual.java,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true
19453_4.0_hadoop_teststripedfilechecksum1,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19453_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19453_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19454_4.0_hadoop_teststripedfilechecksum2,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19454_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19454_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19456_4.0_hadoop_teststripedfilechecksum4,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19456_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19456_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19457_4.0_hadoop_teststripedfilechecksum5,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19457_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19457_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19466_4.0_hadoop_teststripedfilechecksumwithmisseddatablocksrangequery1,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19466_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19466_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19477_4.0_hadoop_teststripedfilechecksumwithmisseddatablocksrangequery12,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19477_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19477_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19472_4.0_hadoop_teststripedfilechecksumwithmisseddatablocksrangequery7,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19472_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19472_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19474_4.0_hadoop_teststripedfilechecksumwithmisseddatablocksrangequery9,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19474_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19474_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false
19617_4.0_hadoop_testgetfilestatusonfile,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19617_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19617_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
19618_4.0_hadoop_testliststatusonfile,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19618_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19618_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true
19780_4.0_hadoop_testdfschecksumtype,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19780_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19780_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19538_4.0_hadoop_testgetkeyprovider,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19538_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19538_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
19536_4.0_hadoop_testhdfsadminstoragepolicies,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19536_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19536_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
19596_4.0_hadoop_testclustersetdatanodehostname,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19596_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19596_actual.java,true,true,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false
19592_4.0_hadoop_testclustersetstoragecapacity,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19592_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19592_actual.java,true,true,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false
19838_4.0_hadoop_testnnbenchcreateandrename,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19838_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19838_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
19837_4.0_hadoop_testnnbenchcreatereadanddelete,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19837_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19837_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
19749_4.0_hadoop_testblockallocationadjustsusageconservatively,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19749_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19749_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19752_4.0_hadoop_testhugefilecount,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19752_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19752_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19748_4.0_hadoop_testmaxspacequotas,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19748_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19748_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19756_4.0_hadoop_testquotacommandswithuri,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19756_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19756_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19760_4.0_hadoop_testsetandclearspacequotadirectorynotexist,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19760_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19760_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19751_4.0_hadoop_testsetspacequotawhenstoragetypeiswrong,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19751_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19751_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19765_4.0_hadoop_testspacequotaexceptiononclose,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19765_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19765_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19766_4.0_hadoop_testspacequotaexceptiononflush,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19766_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19766_actual.java,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,false
19659_4.0_hadoop_testdefaultpolicy,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19659_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19659_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
19668_4.0_hadoop_testmanualsafemode,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19668_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19668_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19695_4.0_hadoop_testsafemodeutils,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19695_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19695_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19625_4.0_hadoop_testallowsnapshot,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19625_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19625_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19631_4.0_hadoop_testdisallowsnapshot,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19631_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19631_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19632_4.0_hadoop_testsnapshotcommandswithuri,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19632_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19632_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
22173_4.0_hadoop_testgenerated,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22173_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22173_actual.java,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false
22175_4.0_hadoop_teststored,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22175_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22175_actual.java,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false
22165_4.0_hadoop_testfiledistributioncalculatorforexception,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22165_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22165_actual.java,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false
22153_4.0_hadoop_testfiledistributioncalculatorwithoptions,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22153_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22153_actual.java,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false
22160_4.0_hadoop_testpbdelimitedwriter,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22160_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22160_actual.java,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false
22155_4.0_hadoop_testwebimageviewer,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22155_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22155_actual.java,true,true,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false
22081_4.0_hadoop_testreturnedtokenisnull,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22081_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22081_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false
22141_4.0_hadoop_testchecknumofblocksinreportcommand,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22141_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22141_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false
22127_4.0_hadoop_testdatanodegetreconfigurationstatus,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22127_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22127_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false
22124_4.0_hadoop_testdfsadminunreachabledatanode,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22124_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22124_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false
22122_4.0_hadoop_testgetdatanodeinfo,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22122_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22122_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false
22137_4.0_hadoop_testlistopenfiles,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22137_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22137_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false
22109_4.0_hadoop_testcheckhealth,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22109_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22109_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
22106_4.0_hadoop_testfailoverwithautoha,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22106_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22106_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
22104_4.0_hadoop_testfailoverwithfencebutnofencer,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22104_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22104_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
22094_4.0_hadoop_testmutativeoperationswithautohaenabled,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22094_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22094_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
22067_4.0_hadoop_testfailoverandbackonnnshutdown,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22067_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22067_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,false
22055_4.0_hadoop_testgetjournalnodes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22055_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/22055_actual.java,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false
19895_4.0_hadoop_testoverwritefile,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19895_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19895_actual.java,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true
19874_4.0_hadoop_testallocaterecycle,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19874_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19874_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
19996_4.0_hadoop_testcycliciteration,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19996_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19996_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19889_4.0_hadoop_testrepeatecschema,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19889_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19889_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false
19970_4.0_hadoop_testemptybasic,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19970_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19970_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19971_4.0_hadoop_testoneelementbasic,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19971_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19971_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19979_4.0_hadoop_testpollnmultiarray,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19979_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19979_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19975_4.0_hadoop_testremoveall,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19975_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19975_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19914_4.0_hadoop_testgetbookmarkreturnsbookmarkiterator,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19914_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19914_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19902_4.0_hadoop_testoneelementbasic,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19902_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19902_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19909_4.0_hadoop_testpollall,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19909_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19909_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19908_4.0_hadoop_testpollmulti,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19908_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19908_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19911_4.0_hadoop_testpollnmulti,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19911_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19911_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19905_4.0_hadoop_testremovemulti,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19905_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19905_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
19967_4.0_hadoop_testverifymd5filebaddigest,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19967_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19967_actual.java,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
20011_4.0_hadoop_testdividebyterangeintostripes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20011_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20011_actual.java,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true
19994_4.0_hadoop_testinvalidsequence,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19994_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19994_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true
19992_4.0_hadoop_testmanglestringwithbackslash,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19992_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19992_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true
20222_4.0_hadoop_testaccesstimeparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20222_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20222_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20243_4.0_hadoop_testaclpermissionparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20243_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20243_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20241_4.0_hadoop_testconcatsourcesparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20241_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20241_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20231_4.0_hadoop_testpermissionparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20231_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20231_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20233_4.0_hadoop_testrenewerparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20233_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20233_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20235_4.0_hadoop_testtosortedstringescapesuricharacters,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20235_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20235_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
20245_4.0_hadoop_testxattrnameparam,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20245_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/20245_actual.java,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
19382_4.0_hadoop_testgetcustomauthconfiguration,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19382_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19382_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19380_4.0_hadoop_testgetsimpleauthdisabledconfiguration,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19380_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19380_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
19330_4.0_hadoop_testavailablestreamclosed,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19330_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19330_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
19326_4.0_hadoop_testbyterange,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19326_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19326_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
19327_4.0_hadoop_testpropagatedclose,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19327_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19327_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
19392_4.0_hadoop_testtojsonfromaclstatus,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19392_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19392_actual.java,true,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true
19322_4.0_hadoop_testinitwithugitoken,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19322_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19322_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true
19357_4.0_hadoop_testcontentsummary,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19357_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/19357_actual.java,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false
